STRING_KEY,STRING_VALUE,CATEGORY_NAME,REC_DATE,REC_FUL_NAM,REC_STATUS,COUNTRY_CODE,LANG_CODE
timeaccount.daily.searchTimeLog.userGroupName.label,User Group Name,Portlet - Daily Time Accounting Log Search Form ,21/4/2008,ADMIN,A,US,en
autoassign.user.select.userID,User ID,Portlet - Auto Assign User Select List,14-Jun-06,DLL,A,US,en
timeaccount.daily.searchTimeLog.userId.label,User ID,Portlet - Daily Time Accounting Log Search Form ,21/4/2008,ADMIN,A,US,en
pa.organization.contactList.userID.label,User ID,Portlet - Organization Contact List Form_5010,21-Sep-04,Amy,A,US,en
preference.passwordchange.userid.label,User ID,Portlet - preference,8/10/2006,DLL,A,US,en
publicuser.registerform.userid.label,User ID,Portlet - Public User Registration Form,31-Aug-04,DLL,A,US,en
publicuser.listportlet.userid.label,User ID,Portlet - publicuser Login,31-Aug-04,ADMIN,A,US,en
skillset.skillsetform.userid.label,User ID,Portlet - Skillset Form_82,31-Aug-04,DLL,A,US,en
skillset.skillsetlist.userid.label,User ID,Portlet - Skillset List_81,31-Aug-04,DLL,A,US,en
timeaccount.admin.userform.userID.label,User ID,Portlet - User Profile,3/4/2008,ADMIN,A,US,en
timeaccount.daily.timelist.userId.label,User ID,Portlet -Daily Time Accounting List,21/3/2008,ADMIN,A,US,en
datafilter.datafilterlist.userid.label,User ID,Portlet - My QuickQueries List_21048,31-Aug-04,DLL,A,US,en
publicuser.registerform.error.duplicateuser.message,User ID already exists.,Error - Public User,31-Aug-04,DLL,A,US,en
publicuser.forgetPassword.error.userid.message,User ID cannot be found. Please try again.,Error - Public User Login,31-Aug-04,DLL,A,US,en
timeaccount.admin.loginId.edit.label,User Login ID,Portlet - User Profile,7/4/2008,ADMIN,A,US,en
signon.username.label,User Name,Portlet - Login,31-Aug-04,ADMIN,A,US,en
signon.username.text,User Name,Portlet - Login - Text,31-Aug-04,ADMIN,A,US,en
publicaccess.signon.username.label,User Name,Portlet - public user login,31-Aug-04,ADMIN,A,US,en
timeaccount.admin.userform.dispName.label,User Name,Portlet - User Profile,3/4/2008,ADMIN,A,US,en
timeaccount.admin.userName.edit.label,User Name,Portlet - User Profile,7/4/2008,ADMIN,A,US,en
timeaccount.admin.userlist.userName.label,User Name,Portlet -Admin Time Accounting Profile List,25/3/2008,ADMIN,A,US,en
reportsService.userName.label,User Name,Report Service,8/28/2007,Admin,A,US,en
acc_sign_label_username,User Name or E-mail:,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
aca_admin_sign_label_username,User Name:,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
acc_contactView_label_username,User Name:,ACA Admin,11/5/2008 14:06,ADMIN,A,US,en
acc_userInfoDisplay_label_user,User Name:,ACA Admin,10/16/2008 14:06,ADMIN,A,US,en
acc_userInfoForm_label_user,User Name:,ACA Admin,10/16/2008 14:06,ADMIN,A,US,en
fee.cashierSession.userName.label,User Name:,Portlet -Fee,5-Sep-04,DLL,A,US,en
timeaccount.profiletypefrom.useoverrideratepct.radio.label,User Override Rate/Pct,Portlet - Time Account Profile Type Form,3-Apr-08,ADMIN,A,US,en
publicuser.login.error.userpiniserror.message,The user PIN is incorrect. Please enter your PIN.,Error - Public User Login,31-Aug-04,DLL,A,US,en
publicuser.login.error.userpinrequrired.message,User PIN is required. Please input your PIN.,Error - Public User Login,31-Aug-04,DLL,A,US,en
datafilter.datafilterlist.userprivilege.label,User Privilege,Portlet - Data Filter List,31-Aug-04,DLL,A,US,en
datafilter.datafilterecipient.userprivilege.label,User Privilege,Portlet - Data Filter Recipient,31-Aug-04,DLL,A,US,en
tabbar.pa.userprofile.label,User Profile,Tab bar - Common,31-Aug-04,DLL,A,US,en
frame.userprofile.form.label,User Profile detail,Frame - Common,31-Aug-04,DLL,A,US,en
errors.publicuser.updateprofile.success.label,User profile is updated successfully.,Portlet - publicuser,31-Aug-04,DLL,A,US,en
publicuser.registerform.updatesuccess.message,User profile update successfully,Error - Public User,31-Aug-04,DLL,A,US,en
admin.setup.timeaccount.timetypeuserprofiles.label,User Profiles ,Portlet - Time Accounting User Profiles,20/3/2008,ADMIN,A,US,en
publicuser.registerform.roletype.label,User Role,Portlet - Public User Registration Form,31-Aug-04,DLL,A,US,en
frame.iscript.userscript.label,User Script,Tab bar - Common,31-Aug-04,DLL,A,US,en
bizentity.sysuser.userstatus.label,User Status,Portlet - BizEntity of Sys User,31-Aug-04,DLL,A,US,en
timeaccount.admin.userform.userRecStatus.label,User Status,Portlet - User Profile,3/4/2008,ADMIN,A,US,en
timeaccount.admin.userlist.status.label,User Status,Portlet -Admin Time Accounting Profile List,25/3/2008,ADMIN,A,US,en
cap.capdetail.manualFlag.label,User Supplied Application #,Portlet - Single Entry CAP Form,31-Oct-07,DLL,A,US,en
portlet.title.userTimeAccountProfile.label,User Time Accounting Profiles,Portlet - Title,31-Mar-08,DLL,A,US,en
portlet.title.userTimeAccountProfileSearch.label,User Time Accounting Profiles: Search,Portlet - Title,17-Apr-08,DLL,A,US,en
fee.cashierSessionSearchlist.userName.label,UserName,Portlet - Cashier Session Search List_21093,9-Oct-05,Troy,A,US,en
reports.authInput.username.label,Username,Portlet - Reports,25-Jul-08,DLL,A,US,en
menubar.genericview.users.label,Users,Menu bar - GenericView,31-Aug-04,DLL,A,US,en
signon.error.overmany.users.message,Users have exceeded the maximum number of allowed connections.,Portlet - Login,2-Mar-05,ADMIN,A,US,en
acc_userLicenseView_label_recstatus,Valid:,ACA Admin,12/30/2008,ADMIN,A,US,en
menubar.cap.partialcap.validate.label,Validate,Button - SPEAR Form,2/5/2007,ADMIN,A,US,en
menubar.cap.partialcap.validate.alt,Validate,Button - SPEAR Form,2/5/2007,ADMIN,A,US,en
menubar.general.validate.label,Validate,Menu - Common - Alt,21-Dec-07,DLL,A,US,en
errors.validation.fail,Validate failed,Error - Validation,3-Jul-08,DLL,A,US,en
errors.validation.fail.parameter,"Validate failed ""{0}""",Error - Validation,3-Jul-08,DLL,A,US,en
ACA_MaskedEditExtender_TypeMuskError,Validate Type and/or Mask is invalid.,ACA Admin,25-Jul-08,ADMIN,A,US,en
errors.cap.partialcap.validatefailed,Validation failed. Please see error message(s) below.,SPEAR form,2/3/2007,DLL,A,US,en
expression.message.ValidationPassed.lable,Validation passed.,Portlet - Expression,23-Jul-08,DLL,A,US,en
expression.refExpression.error.validationPass,Validation passed.,Portlet - ASI,25-Jul-08,DLL,A,US,en
ams.inspectiontype.attribute.validationScriptName.label,Validation Script Name,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.attribute.validationScriptName.label,Validation Script Name,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.inspectiontype.detailattribute.validationScriptName.label,Validation Script Name,Portlet - AMS Condition Assessment Detail Attribute List_2422,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.observattribute.validationScriptName.label,Validation Script Name,Portlet - AMS Condition Assessment Observe Attribute List_2456,9/7/2006,ADMIN,A,US,en
ams.attribute.attributelist.r1ValidationScriptName.label,Validation Script Name,Portlet - AMS Attribute List/AMS Attribute Form_2001/2002,31-Aug-04,AMS,A,US,en
errors.cap.partialcap.validatesuccessful,Validation successful. All data entered is valid.,SPEAR form,2/3/2007,DLL,A,US,en
fee.setpaymentlist.valuation.label,Valuation,Portlet - Set Payment,18-Jan-07,ADMIN,A,US,en
tabbar.cap.feevaluationlist.label,Valuation Calc,Tab bar-CAP,19-Oct-05,DLL,A,US,en
tabbar.aa.fees.cashier.setup.valuationcalc.label,Valuation Calculator,category,31-Aug-04,DLL,A,US,en
tabbar.aa.fees.&.cashier.setup.valuationcalc.label,Valuation Calculator,category - And,31-Aug-04,DLL,A,US,en
tabbar.aa.feescashier.valuationcalc.label,Valuation Calculator,Tab bar - AA Fees and Cashier,31-Aug-04,DLL,A,US,en
setup.setup.feeValuation.label,Valuation Calculator,Admin - Valuation Calculator,9/19/2008,ADMIN,A,US,en
ams.wotemplate.defaultvaluelist.elementvalue.label,Value,not exist in jsp files,31-Aug-04,MAG,A,US,en
evidence.value.form.label,Value,Portlet - Evidence Form,24-Jul-07,Hikelee,A,US,en
evidence.value.list.label,Value,Portlet - Evidence List,24-Jul-07,Hikelee,A,US,en
datafilter.datafilterview.value.label,Value,Portlet - Data Filter Form,31-Aug-04,DLL,A,US,en
expression.criteria.value.form.label,Value,Portlet - Expression,23-Nov-07,Hikelee,A,US,en
expression.lookupCriteria.value.form.label,Value,Portlet - Expression,23-Nov-07,Hikelee,A,US,en
skillset.skillsetform.value.label,Value,Portlet - Skillset Form_82,31-Aug-04,DLL,A,US,en
skillset.skillsetlist.value.label,Value,Portlet - Skillset List_81,31-Aug-04,DLL,A,US,en
sharedDDList.sharedDDListValueList.listValue.label,Value,Portlet-sharedDDList Value List,21/4/2008,ADMIN,A,US,en
experssion.refExperssionForm.value.label,value,Portlet - Expression,25-Jul-08,DLL,A,US,en
expression.title.Value.lable,value,Portlet - Expression,23-Jul-08,DLL,A,US,en
expression.scriptparameters.parametervalue.form.label,Value,Portlet - Expression,20-Mar-09,David,A,US,en
crystal.crystalportlet.y.label,Value (Y Axis),Portlet Crystal List,31-Aug-04,ADMIN,A,US,en
ams.inspectiontype.attribute.valueDataType.label,Value Data Type,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.attribute.valueDataType.label,Value Data Type,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.inspectiontype.detailattribute.valueDataType.label,Value Data Type,Portlet - AMS Condition Assessment Detail Attribute List_2422,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.observattribute.valueDataType.label,Value Data Type,Portlet - AMS Condition Assessment Observe Attribute List_2456,9/7/2006,ADMIN,A,US,en
ams.attribute.attributelist.r1AttributeValueType.label,Value Data Type,Portlet - Attribute List/Attribute Form_2001/2002,31-Aug-04,AMS,A,US,en
crystal.crystalportlet.ylabel.label,Value Label,Portlet - SmartCharts List/SmartCharts Search_201/203,31-Aug-04,ADMIN,A,US,en
tabbar.asitabledrilldownmap.portlet.label,Value Mapping,tabbar-drillDown Form,21/4/2008,ADMIN,A,US,en
ams.inspectiontype.attribute.attributeValueReqFlag.label,Value Required Flag,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.attribute.attributeValueReqFlag.label,Value Required Flag,Portlet - AMS Condition Assessment Attribute List_2420,9/7/2006,ADMIN,A,US,en
ams.inspectiontype.detailattribute.attributeValueReqFlag.label,Value Required Flag,Portlet - AMS Condition Assessment Detail Attribute List_2422,9/7/2006,ADMIN,A,US,en
ams.conditionassessment.observattribute.attributeValueReqFlag.label,Value Required Flag,Portlet - AMS Condition Assessment Observe Attribute List_2456,9/7/2006,ADMIN,A,US,en
ams.attribute.attributelist.r1AttributeValueReqFlag.label,Value Required Flag,Portlet - Attribute List/Attribute Form_2001/2002,31-Aug-04,AMS,A,US,en
crystal.crystalportlet.ycoltype.label,Value Type,Portlet - SmartCharts List_201,31-Aug-04,ADMIN,A,US,en
errors.crystal.editform.lackycol.error,You need to set the Value (vertical) column.,Portlet - SmartChart,31-Aug-04,DLL,A,US,en
tabbar.refThemeParameter.values.label,Values,Tab bar - GIS,31-Aug-04,ADMIN,A,US,en
tabbar.sharedDDList.sharedDDListForm.valueList.label,Values,tabbar-sharedDDList Value List,21/4/2008,ADMIN,A,US,en
reports.reportToView.variable.label,Variable,portlet - Report,25-Jul-08,DLL,A,US,en
expression.variables.form.label,Variables,Portlet - variables,23-Nov-07,Hikelee,A,US,en
expression.variables.form.formField.label,FORM,Portlet - variables,23-Jul-09,Kira,A,US,en
expression.variables.form.commonField.label,FIELDS,Portlet - variables,23-Jul-09,Kira,A,US,en
reports.menubar.variables.label,Variables,Portlet - Report Manager,25-Jul-08,ADMIN,A,US,en
crystal.crystalform.variance.label,Variance,Portlet - Crystal,25-Jul-08,DLL,A,US,en
tabbar.modeling.variationchoice.label,Variation Choice,Tab bar - Modeling,3-Nov-05,DLL,A,US,en
tabbar.modeling.variationdetail.label,Variation Detail,Tab bar - Modeling,3-Nov-05,DLL,A,US,en
modeling.title.VariationEdit.label,Variation Edit,Portlet - Fee,11/19/2008,SYSTEM,A,US,en
modeling.variationlist.variationName.label,Variation Name,Portlet - Modeling Variation List_21099,28-Oct-05,VXU,A,US,en
modeling.title.VariationNew.label,Variation New,Portlet - Fee,11/19/2008,SYSTEM,A,US,en
modeling.title.VariationView.label,Variation View,Portlet - Fee,11/19/2008,SYSTEM,A,US,en
tabbar.modeling.variations.label,Variations,Tab bar - Modeling,3-Nov-05,DLL,A,US,en
inspection.inspectionsearch.vehicleID.label,Vehicle ID,Portlet - Search Inspection_224,6-Jul-05,DLL,A,US,en
timeaccount.daily.timeform.vehicleId.label,Vehicle ID,Portlet -Daily Time Accounting Form,24/3/2008,ADMIN,A,US,en
inspection.inspectiondetail.vehicleID.label,Vehicle ID,Portlet - Inspection Detail/Inspection Multiple Detail_211/218,31-Aug-04,DLL,A,US,en
inspection.inspectionlist.vehicleID.label,Vehicle ID,Portlet - Inspection List/Cap Inspection List_210/220,31-Aug-04,DLL,A,US,en
ams.part.vendor.label,Vendor,AMS,4-Mar-09,ADMIN,A,US,en
pa.payment.verisignSeal.label,Verisign Seal,PA,14-Nov-06,dll,A,US,en
attachment.attachmentform.version.label,Version,Portlet - Attachment Form_28,31-Aug-04,DLL,A,US,en
attachment.attachmentnew.version.label,Version,Portlet - Attachment Form_28 - new,31-Aug-04,DLL,A,US,en
attachment.attachmentModel.version.label,Version,Portlet - Attachment Search,31-Aug-04,DLL,A,US,en
fee.feelist.feeSchudleVersion.label,Version,Portlet - POS Fee List_20003,20-Apr-07,DLL,A,US,en
feevaluation.gvaluationlist.version.label,Version,Admin - Valuation Calculator,9/8/2008,ADMIN,A,US,en
fee.feeNewForm.feeVersion.label,Version:,Portlet - Fee New Form Label,20-Feb-06,ADMIN,A,US,en
menubar.general.view.label,View,Menu - Common,31-Aug-04,DLL,A,US,en
menubar.general.view.alt,View,Menu - Common - Alt,31-Aug-04,DLL,A,US,en
address.refaddressform.view.label,View,Portlet - Reference Address Form,31-Aug-04,DLL,A,US,en
per_tradeNameDetail_Label_view,View,ACA Admin,9/16/2008 15:42,ADMIN,A,US,en
per_permitList_Label_View,View,ACA Admin,5-Sep-08,ADMIN,A,US,en
auditlogger.definition.label.view,View,Audit Logger,3/30/2009,ADMIN,A,US,en
per_condition_Label_show,View additional details,ACA Admin,10/22/2007 14:09,ADMIN,A,US,en
per_address_Label_show,View additional details,ACA Admin,6/26/2008,ADMIN,A,US,en
aca_permitDetail_label_showAdditionalLPs,View Additional Licensed Professionals&gt;&gt;,ACA Admin,6/6/2008,ADMIN,A,US,en
aca_permitDetail_label_showAdditionalLocations,View Additional Locations&gt;&gt;,ACA Admin,6/6/2008,ADMIN,A,US,en
ACA_TopPage_Department_ViewAllDepartments,View All Departments,ACA Admin,25-Jul-08,ADMIN,A,US,en
com_headNav_label_viewAppStatus,View Application Status,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
com_welcome_label_viewAppStatus,View Application Status,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
cap.pagetitle.viewCapBySingle.label,View Record By Single,Portlet - Cap,25-Jul-08,DLL,A,US,en
per_feeDetails_label_paidViewDetails,View Details,ACA Admin,4/17/2008,ADMIN,A,US,en
hint.genericview.xfilterRulesCreateSuccessfully,View filter added successfully.,Error - Genericview,31-Aug-04,DLL,A,US,en
hint.genericview.filterAssociateEmpty,View filter must be associated with at least one item. Delete the filter to remove all associations.,Error - Genericview,31-Aug-04,DLL,A,US,en
ams.pmschedule.engine.summary.menubar.viewWorkOrders.label,View Generated Work Orders,Portlet - AMS PM Work Order Generation Summary_2073,9/26/2005,StanleyD,A,US,en
menubar.workflow.viewGIS.label,View GIS Objects,Portlet - Workflow,10-Apr-07,TERRY,A,US,en
htmlarea.editor.viewHtml.label,View HTML Source,Portlet - editor,25-Jul-08,DLL,A,US,en
cap.comments.viewid.label,View ID,Portlet - Cap Comments List/Form,31-Aug-04,DLL,A,US,en
ref.comments.viewid.label,View ID,Portlet - Reference Comments List/Form,31-Aug-04,DLL,A,US,en
com_welcome_label_viewInpsection,View Inspection Status and Results,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
cap.editstatushistory.viewlog.label,View Log,Portlet - Cap Status History List,5/8/2009,DLL,A,US,en
controls.menubar.notice2.label,View notice,Portlet - Menubar,25-Jul-08,DLL,A,US,en
per_permitIssuances_label_viewPermit,View Record,ACA Admin,10/16/2008 17:06,ADMIN,A,US,en
per_permitIssuance_label_viewPermit,View Record Details &raquo;,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
com_welcome_label_viewPlanReviews,View Plan Reviews,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
per_permitIssuances_label_viewReceipt,View Receipt,ACA Admin,10/16/2008 17:06,ADMIN,A,US,en
per_permitissuances_label_viewrecord,View Record,ACA Admin,7/8/2009,ADMIN,A,US,en
com_headNav_label_viewselfplan,View Self Check Plan Reviews,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
com_welcome_label_viewSelfPlan,View Self Check Plan Reviews,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
per_permitissuances_label_viewsummary,View Summary,ACA Admin,11/28/2008 13:52,ADMIN,A,US,en
com_headNav_label_viewRequestStatus,View the Status of a Request,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
com_welcome_label_viewRequestStatus,View the Status of a Request,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
com_welcome_label_viewAndPayFee,View/Pay Fees,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
expression.viewKey1.label,ViewKey1,Portlet - viewKey1,5/31/2008,Philip,A,US,en
expression.viewKey2.label,ViewKey2,Portlet - viewKey2,5/31/2008,Philip,A,US,en
expression.viewKey3.label,ViewKey3,Portlet - viewKey3,5/27/2009,Kira,A,US,en
ACA_PlanList_PlanFilterTitle,Views:,ACA Admin,25-Jul-08,ADMIN,A,US,en
cap.tabSummary.violatorName.label,Violator Name,Portlet - CAP Summary_209,31-May-08,ADMIN,A,US,en
report.reportList.reportIsVisible.label,Visible,ReportList - Is Visible,25:23.0,DLL,A,US,en
ACA_TopPage_MenuTips_Visitors,Visitors,ACA Admin,25-Jul-08,ADMIN,A,US,en
menubar.fee.void.label,Void,Button - Fee,31-Aug-04,DLL,A,US,en
menubar.payment.void.label,Void,Button - Fee - Payment,31-Aug-04,ADMIN,A,US,en
menubar.aa.application.void.alt,Void,Hint - AA,31-Aug-04,DLL,A,US,en
menubar.cap.void.label,Void,Menu - Cap,5-Dec-06,DLL,A,US,en
menubar.aa.application.void.label,Void,Menu bar - AA,31-Aug-04,DLL,A,US,en
menubar.ams.transaction.void.label,Void,Portlet - AMS Part Transaction Form,1-Mar-06,DLL,A,US,en
common.void.label,Void,Portlet - Admin,25-Jul-08,DLL,A,US,en
paymentHistory.void.label,Void,Portlet - Fee,25-Jul-08,DLL,A,US,en
ACA_CapStatus_Void,Void,ACA Admin,20-Aug-08,ADMIN,A,US,en
popupSuccessPayment.void.label,Void,Portlet - FEE,20-Oct-08,DLL,A,US,en
ams.asset.void.label,VOID,AMS,4-Mar-09,ADMIN,A,US,en
menubar.payment.void.button.label,Void,Portlet - Payment Processing,13/4/2009,David,A,US,en
tabbar.payment.void.portlet.label,Void,Portlet - Payment Processing,13/4/2009,David,A,US,en
menubar.paymentprocessing.invoices_management.void.label,Void,Portlet - Payment Processing,13/4/2009,Admin,A,US,en
aca.creditCardPayment.resultcode108.label,"Void error. Make sure the transaction ID entered has not already been voided. If not, then look at the Transaction Detail screen for this transaction to see if it has settled. (The Batch field is set to a number greater than zero if the transaction has been settled). If the transaction has already settled, your only recourse is a reversal (credit a payment or submit a payment for a credit).",ACA,28-Nov-08,ADMIN,A,US,en
popupComment.voidFeeItem.label,Void Fee Item,Portlet - Fee,25-Jul-08,DLL,A,US,en
trans.paymentHistory.transType.voidfeeitem.label,Void Fee Item,Portlet - Payment Processing,24/4/2008,David,A,US,en
trans.paymentHistory.transType.invoiceFeeItem.label,Invoiced,Portlet - Payment Processing,5/20/2009,Admin,A,US,en
paymentHistory.voidFeeItem.label,Void Fee Item,Portlet - Fee,25-Jul-08,DLL,A,US,en
paymentHistory.voidPayment.label,Void Payment,Portlet - Fee,25-Jul-08,DLL,A,US,en
popupComment.voidPayment.label,Void Payment,Portlet - Fee,25-Jul-08,DLL,A,US,en
trustaccount.tranType.voidPayment.label,VOID PAYMENT,Portlet - FEE,20-Oct-08,DLL,A,US,en
trans.paymentHistory.transType.voidpayment.label,Void Payment,Portlet - Payment Processing,24/4/2008,David,A,US,en
paymentHistory.voidPaymentApplied.label,Void Payment Applied,Portlet - Fee,25-Jul-08,DLL,A,US,en
paymentHistory.voidRefund.label,Void Refund,Portlet - Fee,25-Jul-08,DLL,A,US,en
trustaccount.tranType.voidRefund.label,VOID REFUND,Portlet - FEE,20-Oct-08,DLL,A,US,en
popupComment.voidSetOfSetsPayment.label,Void Set Of Sets Payment,Portlet - Fee,25-Jul-08,DLL,A,US,en
menubar.ams.transaction.void.alt,Void Transaction,Portlet - AMS Part Transaction Form,1-Mar-06,DLL,A,US,en
errors.ams.parttransactionform.void.selectvoid.label,Void Transaction cannot be voided.,Errors,19-Oct-05,AMS,A,US,en
errors.ams.part.void.notenough,Void transaction will result in a negative quantity.,Portlet - Part Form,1-Mar-06,DLL,A,US,en
feeAction.status.voided.label,VOIDED,Portlet - Fee,25-Jul-08,DLL,A,US,en
paymentlist.paymentstatus.Voided.label,Voided,Portlet - Fee,25-Jul-08,DLL,A,US,en
assessFeeList.action.voided.label,Voided,Portlet - FEE,20-Oct-08,DLL,A,US,en
fee.feeEstimatorList.voided.label,Voided,Portlet - FEE,10/24/2008,ADMIN,A,US,en
document.role.list.viewRole,Downloadable in ACA,Portlet -Document Role,6/15/2009,ADMIN,A,US,en
fee.payForm.waiver.label,Waiver,Portlet - Fee,25-Jul-08,DLL,A,US,en
payment.processing.receiptsummary.waiverTendered.label,Waiver Tendered:,Payment Processing,7/30/2008,Cashier Tools,A,US,en
crystal.crystalportlet.warningstart.label,Warning Start,Portlet - SmartCharts List_201,31-Aug-04,ADMIN,A,US,en
publicuser.registerform.emailnotsendtousers.message,Warning: The PIN notification could not send to the following recipients: {0}.,Error - Public User,31-Aug-04,DLL,A,US,en
genericscreen.elemprop.watermark.label,Watermark Label,portlet - Agency Profile,25-Jul-08,DLL,A,US,en
admin_message_title_warning,Warning,ACA Admin,5/21/2009,ADMIN,A,US,en
aca_common_report_configerror_label,We are experiencing a report configuration error. Please try again later or contact the Agency for assistance.,ACA Admin,8-May-07,ADMIN,A,US,en
aca_common_report_runningerror_label,We are experiencing a report running error. Please try again later or contact the Agency for assistance.,ACA Admin,8-May-07,ADMIN,A,US,en
aca.error.common,We are experiencing technical difficulties. Please try again later or contact the Agency for assistance.,ACA Admin,8-May-07,ADMIN,A,US,en
ACA_Pageflow_SaveError_Message,We are experiencing technical difficulties.<br />Please try again later or contact the Agency for assistance.,ACA Admin,16-Sep-08,ADMIN,A,US,en
message.asr.homepage.firsttimeuser,We have detected that you have logged into this system for the first time. Are you a first time user?,Message - ASR,18-Nov-05,SYSTEM,A,US,en
calendar.picker.wednesday.label,Wed,Picker - Calendar,25-Jul-08,Xavier,A,US,en
common.wednesday.label,Wednesday,Common,22/5/2008,DLL,A,US,en
calendar.calendarDaily.wednesday.label,Wednesday,Portlet - Calendar,25-Jul-08,DLL,A,US,en
ams.pmschedule.timeInterval.week,Week,Pmschedule Edit Form,9-Mar-09,AMS,A,US,en
ams.rating.week.label,Week,AMS,4-Mar-09,ADMIN,A,US,en
admin.calendar.daily.week.required,Week Required.,Admin,4/8/2009 14:06,ADMIN,A,US,en
admin.calendar.daily.detail.rpEveryWeekS.label,week(s) on,Admin,1/22/2008 14:06,ADMIN,A,US,en
calendar.dailyedit.week.label,week(s) on,Portlet - Admin,25-Jul-08,DLL,A,US,en
calendar.calendarClone.weekend.label,Weekend,Portlet - Calendar,25-Jul-08,DLL,A,US,en
calendar.daily.type.weekend.label,Weekend,Portlet - Calendar,25-Jul-08,DLL,A,US,en
calendar.tab.label.weekly,Weekly,Portlet - Setup Calendar,19/5/2008,ADMIN,A,US,en
ams.attribute.attributevaluelist.weightingFactor.label,Weighting Factor,Portlet - Attribute Value Form_2011,21-Oct-06,AMS,A,US,en
com_headNav_label_welcome,Welcome,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
com_welcome_label_welcome,Welcome,ACA Admin,10/10/2007 14:06,ADMIN,A,US,en
ACA_Question_FirstCarBrand,What is the make of your first car?,ACA Admin,25-Jul-08,ADMIN,A,US,en
admin.publicUser.car.label,What is the make of your first car?,Portlet - Admin,25-Jul-08,DLL,A,US,en
publicuser.admin.publicuserformAdmin.brandOfFirstCar.label,What is the make of your first car?,Portlet - Publicuser,25-Jul-08,DLL,A,US,en
ACA_Question_SchoolName,What is the name of your elementary school?,ACA Admin,25-Jul-08,ADMIN,A,US,en
admin.publicUser.school.label,What is the name of your elementary school?,Portlet - Admin,25-Jul-08,DLL,A,US,en
publicuser.admin.publicuserformAdmin.nameOfElemSchool.label,What is the name of your elementary school?,Portlet - Publicuser,25-Jul-08,DLL,A,US,en
ACA_Question_PetName,What is the name of your first pet?,ACA Admin,25-Jul-08,ADMIN,A,US,en
admin.publicUser.pet.label,What is the name of your first pet?,Portlet - Admin,25-Jul-08,DLL,A,US,en
publicuser.admin.publicuserformAdmin.nameOfPet.label,What is the name of your first pet?,Portlet - Publicuser,25-Jul-08,DLL,A,US,en
ACA_Question_SportTeam,What is your favorite sports team?,ACA Admin,25-Jul-08,ADMIN,A,US,en
admin.publicUser.sports.label,What is your favorite sports team?,Portlet - Admin,25-Jul-08,DLL,A,US,en
publicuser.admin.publicuserformAdmin.favoriteSportsTeam.label,What is your favorite sports team?,Portlet - Publicuser,25-Jul-08,DLL,A,US,en
error.checktype.personal,"When check type is Personal, Driver's License and SSN cannot both be null.",Portlet,31-Nov-06,dll,A,US,en
ACA_Question_BirthPlace,Where is your birth place?,ACA Admin,25-Jul-08,ADMIN,A,US,en
admin.publicUser.birth.label,Where is your birth place?,Portlet - Admin,25-Jul-08,DLL,A,US,en
publicuser.admin.publicuserformAdmin.placeOfBirth.label,Where is your birth place?,Portlet - Publicuser,25-Jul-08,DLL,A,US,en
